epoch,accuracy,f1_m,loss,lr,val_accuracy,val_f1_m,val_loss
0,0.4139426052570343,0.4136869013309479,3.0057132244110107,0.01,0.4690767526626587,0.4739363491535187,3.3955869674682617
1,0.6260998845100403,0.6187950372695923,0.9918221235275269,0.009499999,0.6264345645904541,0.636005699634552,1.1974279880523682
2,0.7287991642951965,0.7241160869598389,0.6586368680000305,0.009024999,0.7558020949363708,0.7514251470565796,0.6900824904441833
3,0.7775557637214661,0.7762885093688965,0.5000490546226501,0.008573749,0.7874266505241394,0.7868103981018066,0.6109648942947388
4,0.8179383873939514,0.816737949848175,0.40532341599464417,0.008145061,0.8362025022506714,0.828650176525116,0.4890817403793335
5,0.8276726603507996,0.8294896483421326,0.3840392827987671,0.007737808,0.8487630486488342,0.8459270596504211,0.4449184834957123
6,0.8430605530738831,0.8461146354675293,0.3363274931907654,0.007350918,0.8659142851829529,0.8543796539306641,0.4201047718524933
7,0.8579383492469788,0.8587610125541687,0.29854410886764526,0.006983372,0.8896327614784241,0.8839925527572632,0.3521007299423218
8,0.8697555661201477,0.8719577789306641,0.2743653357028961,0.0066342033,0.893968403339386,0.8937803506851196,0.32697588205337524
9,0.8778746128082275,0.878442108631134,0.25442013144493103,0.006302493,0.9017469882965088,0.9012830257415771,0.3009394109249115
10,0.8843358159065247,0.8864977359771729,0.24112282693386078,0.005987368,0.911757230758667,0.9105918407440186,0.27134090662002563
11,0.8936875462532043,0.8945301175117493,0.21573328971862793,0.005688,0.9087605476379395,0.9107811450958252,0.26606684923171997
12,0.901423990726471,0.9024433493614197,0.20278118550777435,0.0054036,0.9175593256950378,0.9177341461181641,0.24793170392513275
13,0.9065674543380737,0.907924473285675,0.19444088637828827,0.0051334193,0.9254016876220703,0.9259600043296814,0.225710928440094
14,0.9087353944778442,0.9100577235221863,0.18534988164901733,0.0048767487,0.9317138195037842,0.9317035675048828,0.2113524079322815
15,0.9163017868995667,0.9172422885894775,0.17128150165081024,0.004632911,0.9342642426490784,0.9353437423706055,0.20181213319301605
16,0.9204676151275635,0.9213545322418213,0.16002964973449707,0.0044012656,0.9320326447486877,0.9321991801261902,0.20013195276260376
17,0.922933042049408,0.9233746528625488,0.15944407880306244,0.004181202,0.9366870522499084,0.9363865852355957,0.19447270035743713
18,0.9266737699508667,0.9275051951408386,0.14833126962184906,0.0039721425,0.9380897879600525,0.9393123388290405,0.1857379823923111
19,0.9275239109992981,0.9282068610191345,0.14939555525779724,0.0037735351,0.9419791102409363,0.9432586431503296,0.1734209507703781
20,0.9346227645874023,0.935626208782196,0.13328206539154053,0.0035848587,0.9449120163917542,0.9458955526351929,0.17144878208637238
21,0.9332199692726135,0.9338026642799377,0.12776963412761688,0.0034056152,0.9442106485366821,0.9450408220291138,0.16681723296642303
22,0.9386184811592102,0.9399711489677429,0.12356030941009521,0.0032353343,0.9472073316574097,0.9468453526496887,0.16006462275981903
23,0.942571759223938,0.9435622096061707,0.11265551298856735,0.0030735678,0.9477812051773071,0.9480265974998474,0.16152456402778625
24,0.9398937225341797,0.9404526352882385,0.12195310741662979,0.002919889,0.9523718357086182,0.9541049003601074,0.14732548594474792
25,0.9465674757957458,0.9476520419120789,0.10568787157535553,0.002773895,0.9533282518386841,0.9554248452186584,0.14536471664905548
26,0.9464399814605713,0.9466357827186584,0.11320804059505463,0.0026352,0.9544758796691895,0.9556032419204712,0.14016391336917877
27,0.9484803676605225,0.949033260345459,0.09992070496082306,0.00250344,0.953391969203949,0.9544896483421326,0.14445722103118896
28,0.9483103156089783,0.9481754302978516,0.10425403714179993,0.002378268,0.9545396566390991,0.9562860131263733,0.14183714985847473
29,0.9517959356307983,0.9527091979980469,0.09658201783895493,0.0022593548,0.9560698866844177,0.9575483798980713,0.1388975828886032
30,0.95256108045578,0.9531205296516418,0.09043494611978531,0.0021463865,0.9558148384094238,0.9558630585670471,0.136948823928833
31,0.9539638757705688,0.9541757106781006,0.089933380484581,0.0020390674,0.9567712545394897,0.9578598737716675,0.13526561856269836
32,0.9556216597557068,0.9561517238616943,0.08709131926298141,0.0019371139,0.9579188823699951,0.958129346370697,0.1344929039478302
33,0.9551966190338135,0.9559826850891113,0.08942276984453201,0.0018402583,0.9591940641403198,0.9602327346801758,0.13227443397045135
34,0.9578320980072021,0.9574754238128662,0.08939247578382492,0.0017482453,0.959385335445404,0.9595909714698792,0.13348816335201263
35,0.9563018083572388,0.956864595413208,0.08410894870758057,0.0016608329,0.9604055285453796,0.9613538384437561,0.12707513570785522
36,0.960425078868866,0.9607612490653992,0.08189217746257782,0.0015777914,0.9595766663551331,0.9609594941139221,0.12803469598293304
37,0.957874596118927,0.9587185978889465,0.08132308721542358,0.0014989016,0.9598316550254822,0.9612324237823486,0.12649321556091309
38,0.9605951309204102,0.9609424471855164,0.07651519030332565,0.0014239567,0.961043119430542,0.9615887999534607,0.12511084973812103
39,0.9603825807571411,0.9605355262756348,0.07480165362358093,0.001352759,0.9598316550254822,0.9613897800445557,0.12574495375156403
40,0.9603400826454163,0.9609724879264832,0.07677333056926727,0.001285121,0.9616169333457947,0.9622357487678528,0.12172332406044006
41,0.9642508029937744,0.9641485214233398,0.068722203373909,0.0012208648,0.9618719816207886,0.9626684784889221,0.1188352033495903
42,0.965058445930481,0.965756356716156,0.06880392134189606,0.0011598215,0.9634659290313721,0.9629831910133362,0.11788797378540039
43,0.9655685424804688,0.9658120274543762,0.06731781363487244,0.0011018305,0.9632746577262878,0.9644613265991211,0.1189894899725914
44,0.9651009440422058,0.9656093120574951,0.06793402880430222,0.001046739,0.9638485312461853,0.9647935032844543,0.11638066172599792
45,0.9639532566070557,0.9636823534965515,0.07085917890071869,0.0009944019,0.9625733494758606,0.962620735168457,0.11879611760377884
46,0.9650159478187561,0.9651839733123779,0.06625688821077347,0.0009446818,0.9645498394966125,0.9650131464004517,0.11520678550004959
47,0.9673963785171509,0.9676781296730042,0.06450282782316208,0.0008974478,0.9641672968864441,0.9647106528282166,0.1146993637084961
48,0.9672263264656067,0.9674065709114075,0.06295827031135559,0.0008525753,0.9654424786567688,0.9660272598266602,0.11245719343423843
49,0.9684165716171265,0.968890368938446,0.0641552284359932,0.00080994656,0.9652512073516846,0.9662089943885803,0.11296402662992477
50,0.9691392183303833,0.9696882367134094,0.05921535566449165,0.0007694493,0.9648686647415161,0.9657717347145081,0.1128079816699028
51,0.9679489731788635,0.9682610034942627,0.06302865594625473,0.0007309768,0.9660162925720215,0.9665278196334839,0.11261310428380966
52,0.9698618650436401,0.9698552489280701,0.058398712426424026,0.0006944279,0.9655700325965881,0.9662647843360901,0.11265631765127182
53,0.9685866236686707,0.9695196747779846,0.056950945407152176,0.0006597065,0.9657613039016724,0.9668967127799988,0.10965962707996368
54,0.9710095524787903,0.971403181552887,0.05812951549887657,0.00062672124,0.9657613039016724,0.966414749622345,0.11168500036001205
55,0.9682040214538574,0.9689185619354248,0.05920673906803131,0.00059538515,0.9655062556266785,0.9665113687515259,0.10979004949331284
56,0.9700318574905396,0.9707335829734802,0.05722690373659134,0.00056561583,0.9658887982368469,0.9671541452407837,0.10845699906349182
57,0.9703719615936279,0.9708370566368103,0.05569005385041237,0.00053733506,0.9662713408470154,0.9671241044998169,0.10676309466362
58,0.9716897010803223,0.971947193145752,0.05544016510248184,0.0005104683,0.9663988947868347,0.9678301215171814,0.10678999125957489
59,0.9700318574905396,0.9707308411598206,0.0605311281979084,0.00048494485,0.9667814373970032,0.9675422310829163,0.10846120864152908
60,0.9716472029685974,0.9721837043762207,0.05452438071370125,0.00046069763,0.9673552513122559,0.9683762788772583,0.10755423456430435
61,0.9717321991920471,0.9721749424934387,0.05530630424618721,0.00043766273,0.9669089317321777,0.9680693745613098,0.1081225574016571
62,0.9719447493553162,0.9724240303039551,0.056274693459272385,0.0004157796,0.9667814373970032,0.9669121503829956,0.10707642883062363
63,0.9722847938537598,0.972687304019928,0.05030473694205284,0.0003949906,0.9676740765571594,0.9688741564750671,0.1065458282828331
64,0.9729649424552917,0.9733986854553223,0.05588259547948837,0.00037524107,0.9669089317321777,0.9678825736045837,0.10623560100793839
65,0.9739000797271729,0.9743304252624512,0.04977462813258171,0.00035647905,0.9668452143669128,0.9682693481445312,0.10635276883840561
66,0.9741976857185364,0.9745802283287048,0.05097528174519539,0.00033865502,0.967100203037262,0.9679846167564392,0.10661526024341583
67,0.9746227264404297,0.9741426110267639,0.05190248042345047,0.0003217223,0.9670364856719971,0.9679172039031982,0.1063615083694458
68,0.9729649424552917,0.9739492535591125,0.04854794591665268,0.00030563617,0.9676102995872498,0.9677632451057434,0.10492903739213943
69,0.9727523922920227,0.9731447100639343,0.05196322128176689,0.00029035436,0.9676102995872498,0.9689847826957703,0.10504812747240067
70,0.9723697900772095,0.9728617668151855,0.05207010358572006,0.00027583662,0.9684391617774963,0.9682579636573792,0.10481797158718109
71,0.9754729270935059,0.975947916507721,0.04629168286919594,0.0002620448,0.9684391617774963,0.9693666696548462,0.10379915684461594
72,0.9731349349021912,0.9734432101249695,0.052454009652137756,0.00024894258,0.9681203961372375,0.9694254398345947,0.10407254844903946
73,0.973645031452179,0.9741336703300476,0.050300128757953644,0.0002364954,0.9681203961372375,0.9695870280265808,0.10462398827075958
74,0.9751753211021423,0.9755222797393799,0.04513552039861679,0.00022467066,0.9683753848075867,0.9686822295188904,0.10496753454208374
75,0.9746652245521545,0.9756619930267334,0.04866822808980942,0.00021343713,0.9678653478622437,0.9681256413459778,0.10439389199018478
76,0.9733049869537354,0.9736411571502686,0.04636569321155548,0.0002027653,0.9681203961372375,0.9697064161300659,0.1038115993142128
77,0.9743676781654358,0.9744253754615784,0.052728429436683655,0.00019262699,0.9678653478622437,0.9694161415100098,0.10387125611305237
78,0.9747077822685242,0.9752823710441589,0.0487564392387867,0.00018299565,0.9686942100524902,0.9702265858650208,0.10336356610059738
79,0.973645031452179,0.9741494059562683,0.051561761647462845,0.00017384587,0.9686304330825806,0.970210075378418,0.10291718691587448
80,0.9727948904037476,0.9736955165863037,0.04950818046927452,0.00016515359,0.9684391617774963,0.9696736335754395,0.10374297201633453
81,0.9746652245521545,0.9749202728271484,0.047289006412029266,0.00015689593,0.9683753848075867,0.9694651961326599,0.10380946099758148
82,0.9748777747154236,0.9750053286552429,0.045943859964609146,0.00014905106,0.9681203961372375,0.96859210729599,0.10303983092308044
83,0.9742401838302612,0.9748459458351135,0.04753820598125458,0.00014159852,0.9681841135025024,0.9696930646896362,0.10309937596321106
84,0.9742826819419861,0.974452555179596,0.048824019730091095,0.0001345186,0.9689492583274841,0.9702240228652954,0.10185890644788742
85,0.9763230681419373,0.9763386845588684,0.048536766320466995,0.00012779268,0.9692680239677429,0.9706282019615173,0.10114213824272156
86,0.9758554697036743,0.9758696556091309,0.048268817365169525,0.00012140304,0.9693955779075623,0.9707257747650146,0.10165760666131973
87,0.9765781164169312,0.9767810702323914,0.0469028502702713,0.0001153329,0.9692680239677429,0.9700942039489746,0.1020425483584404
88,0.9745802283287048,0.974615752696991,0.04807295650243759,0.00010956626,0.9694592952728271,0.9702789187431335,0.10188418626785278
89,0.9753453731536865,0.9755885004997253,0.04909494146704674,0.00010408791,0.9693955779075623,0.9700288772583008,0.10217472165822983
90,0.9769181609153748,0.9769787192344666,0.0456806980073452,9.888352e-05,0.9691405296325684,0.9700264930725098,0.10255264490842819
91,0.976408064365387,0.9762117266654968,0.04476557672023773,9.393935e-05,0.9687579870223999,0.9699427485466003,0.10251171886920929
92,0.9741551280021667,0.9744164943695068,0.0488298125565052,8.924239e-05,0.9688854813575745,0.9702368378639221,0.102151058614254
93,0.9755154252052307,0.9756658673286438,0.045065633952617645,8.478027e-05,0.9693318009376526,0.9704271554946899,0.10254360735416412
94,0.9736025333404541,0.9740286469459534,0.049307309091091156,8.054126e-05,0.9688217043876648,0.9699673056602478,0.10214413702487946
95,0.9749202728271484,0.9750664234161377,0.04786321148276329,7.6514196e-05,0.9690767526626587,0.9702363014221191,0.10228188335895538
96,0.9755154252052307,0.9755530953407288,0.04647199437022209,7.268846e-05,0.9691405296325684,0.9700629711151123,0.10230561345815659
97,0.9756004214286804,0.9762723445892334,0.046890970319509506,6.905404e-05,0.9691405296325684,0.9700227379798889,0.10222126543521881
98,0.9760680198669434,0.9764073491096497,0.04541053622961044,6.560134e-05,0.9686942100524902,0.970098614692688,0.10212984681129456
99,0.9742401838302612,0.9746101498603821,0.047846030443906784,6.2321276e-05,0.9686304330825806,0.9688513278961182,0.10210774838924408
